Sentiment,CleanedText
Negative,"['noww', 'thought', 'tha', 'thing', 'amp', 'yeah', 'im', 'sure', 'lol', 'get', 'mean', 'sore', 'throat', 'awful', 'cant', 'even', 'swallo', 'proply', 'xx']"
Negative,"['well', 'even', 'butter', 'mksdnya']"
Positive,"['excite', 'news', 'indeed']"
Negative,"['min', 'wait']"
Negative,"['thats', 'good']"
Positive,"['wellmont', 'crew', 'well']"
Positive,"['hmm', 'indoors', 'concept', 'interest', 'shall', 'little', 'money', 'im', 'guess', 'ish']"
Positive,"['youre', 'welcome']"
Negative,"['gaaaahhhhh', 'start']"
Positive,"['lol', 'ewwww', 'im', 'meeting', 'francesca', 'soon', 'well', 'bring', 'back', 'picture', 'video', 'guy']"
Negative,"['lens', 'mm', 'couldnt']"
Positive,"['thanks', 'retweet']"
Positive,"['e', 'right', 'live', 'feed', 'idiot']"
Positive,"['hello', 'breana', 'thank', 'much', 'soooo', 'sweet', 'hope', 'wonderful', 'day']"
Negative,"['bad', 'feel']"
Negative,"['haha', 'thank', 'sorry', 'never', 'reply', 'previous', 'tweet', 'reason', 'ive', 'never', 'see']"
Negative,"['friend', 'work', 'disneyland']"
Positive,"['let', 'start', 'positive', 'trend']"
Positive,"['chocolate', 'shoe', 'clothes']"
Positive,"['quotthe', 'queen', 'deadquot', 'tonight', 'chris', 'packhams', 'smith', 'song', 'title']"
Negative,"['hate', 'family', 'save']"
Negative,"['havent', 'hop', 'could', 'take', 'quick', 'trip', 'wolly', 'worldbut', 'guess', 'im', 'gonna', 'go']"
Positive,"['dont', 'except', 'french', 'would', 'love', 'see', 'find', 'share']"
Positive,"['couldnt', 'agree']"
Negative,"['sigh', 'hate', 'sore', 'throat']"
Positive,"['first', 'day', 'scol', 'im', 'exhaust', 'really']"
Negative,"['im', 'ranked']"
Negative,"['wish', 'could', 'watch', 'starz']"
Negative,"['im', 'sad', 'ur', 'go', 'cant', 'wait', 'u', 'get', 'bacc']"
Positive,"['quotill', 'choose', 'witch', 'make', 'look', 'less', 'stupid', 'quot', 'miley', 'hannah', 'montana']"
Positive,"['feel', 'well', 'take', 'airbourne', 'lot', 'vitamin']"
Positive,"['thx', 'yup', 'uda', 'follow', 'lam', 'knal']"
Negative,"['hungry', 'subwaysubwaaaay', 'suuuuuuuuuuubwaaaaay']"
Positive,"['travel', 'news', 'cool', 'quick', 'everyone', 'get', 'road', 'ill', 'settle', 'champers', 'park']"
Negative,"['yeah', 'thought', 'think', 'im', 'go', 'miss', 'tonight', 'show', 'really', 'want', 'see', 'guy', 'play']"
Positive,"['awww', 'youre', 'welcome', 'support', 'fellow', 'etsyers', 'blog', 'cant', 'get', 'hang', 'facebook']"
Negative,"['cant', 'remember', 'freakin', 'algeb', 'take', 'else', 'stat', 'anyhoo', 'want', 'go', 'cd', 'sale']"
Positive,"['sure', 'go', 'google', 'get', 'back']"
Negative,"['nothing', 'bring']"
Positive,"['well', 'believe']"
Positive,"['introduce', 'bartini', 'two', 'week', 'ago', 'love', 'close', 'apt', 'might', 'wander', 'work']"
Positive,['thank']
Negative,"['quit', 'talkin', 'smack', 'brain']"
Positive,"['still', 'xd', 'cuek', 'gnight', 'boy', 'love', 'ya']"
Negative,"['hope', 'feel', 'well', 'soon']"
Positive,"['facebook', 'tomorrow', 'night', 'need', 'go', 'bed', 'soon', 'tomorrow', 'well']"
Negative,['awww']
Negative,"['think', 'might', 'head', 'way']"
Negative,"['whats', 'wrong']"
Positive,"['thanks', 'come', 'let', 'everyone', 'know', 'ive', 'away', 'dont', 'want', 'sleep', 'anymore']"
Positive,"['well', 'loveable']"
Positive,"['yes', 'ill', 'call', 'sometime', 'want', 'get', 'together']"
Positive,"['thats', 'think', 'learn', 'guitar']"
Negative,"['test', 'register', 'class', 'want', 'take', 'reward', 'chick', 'fil']"
Negative,"['work', 'sick', 'sick', 'work']"
Positive,['big']
Negative,"['get', 'fruit', 'snack', 'hahaha']"
Negative,"['hate', 'wash', 'hair']"
Negative,"['really', 'suck', 'dude', 'sorry', 'hear']"
Negative,"['cure', 'quotyawwwnquot', 'thing', 'good', 'one', 'shortworking', 'effective', 'illegal', 'pick', 'ups', 'ruin', 'life']"
Negative,"['mee', 'awww', 'seem', 'like', 'sooo', 'long', 'ill', 'prob', 'go', 'nephew', 'mommy', 'sister', 'sunday', 'school', 'love', 'god']"
Negative,"['notice', 'look', 'much', 'well', 'im', 'still', 'stuck', 'wall']"
Positive,"['dope', 'might', 'recognize', 'love', 'italo']"
Negative,"['thats', 'price', 'pay']"
Negative,"['pity', 'im', 'get', 'examine', 'kind', 'thing', 'tomorrow', 'though']"
Negative,"['want', 'javascript', 'day', 'today', 'php']"
Positive,['awesome']
Negative,"['cont', 'sun', 'poison', 'word', 'wise', 'use', 'sunscreen', 'wish', 'u', 'luck']"
Positive,"['either', 'fun', 'note', 'saw', 'hangover']"
Negative,"['im', 'gonna', 'miss', 'auroravanerato', 'even', 'though', 'day']"
Positive,"['sweet', 'lady', 'sung', 'heart', 'cute', 'beautiful', 'person', 'inside', 'wont', 'cha']"
Negative,"['outlook', 'good']"
Positive,"['welcome', 'clooooo', 'hihi', 'hows', 'ur', 'final', 'exam', 'clo']"
Positive,"['grab', 'one']"
Negative,"['im', 'broke']"
Positive,"['lol', 'thank']"
Positive,"['whee', 'apparently', 'fedex', 'lady', 'fell', 'love', 'w', 'today', 'im', 'officially', 'quotcoolquot', 'own', 'goat']"
Negative,"['need', 'new', 'follower', 'want']"
Negative,"['bummer', 'id', 'snatch', 'new', 'spektor', 'album', 'immediately', 'know']"
Negative,"['yes', 'tends', 'frownd', 'boast', 'whop', 'kid', 'xbox', 'get', 'late']"
Negative,"['tsk', 'tsk', 'buddy', 'call', 'hard', 'head']"
Positive,"['saw', 'play', 'st', 'paul', 'great', 'show', 'tonight', 'great', 'end', 'tour']"
Positive,"['hmm', 'cant', 'decide', 'im', 'go', 'listens', 'let', 'know']"
Positive,['best']
Positive,"['amp', 'christiancuero', 'ditch', 'steven', 'nancy', 'rocha', 'miranda', 'lol']"
Positive,"['found', 'someone', 'come', 'stay', 'someone', 'would', 'ideal']"
Positive,"['im', 'quotgirl', 'drink', 'bottlesquot', 'like', 'call']"
Positive,"['treacle', 'melt', 'chocolate', 'top', 'sticky', 'toffee', 'pudding']"
Positive,"['chapoutier', 'style', 'think']"
Negative,"['ah', 'damn', 'hop', 'swing', 'today']"
Negative,"['shiraz', 'event', 'antibahai', 'centernot', 'mosque', 'election', 'campaignsadly', 'child', 'wr', 'involve', 'zahedan']"
Negative,"['potion', 'hear', 'ya', 'good', 'food', 'ever', 'thing', 'worth', 'promise']"
Positive,"['night', 'az', 'sweet', 'dream', 'talk', 'later', 'love', 'ya']"
Positive,"['cool', 'choice', 'played']"
Negative,"['twitter', 'lol', 'dorothy', 'probably', 'sing', 'since', 'shes', 'show']"
Positive,"['cant', 'wait', 'hear', 'new', 'music']"
Negative,"['hey', 'long', 'thx', 'hehehe', 'yw', 'yeah', 'theyre']"
Negative,"['miss', 'honey', 'good', 'day', 'xxx']"
Negative,"['thanks', 'need']"
Negative,"['nooooo', 'dont', 'scratch']"
Positive,"['love', 'snipets', 'uamp', 'mark', 'could', 'different', 'try', 'lol']"
Positive,"['come', 'ring']"
Negative,"['never', 'give', 'one', 'x', 'infinity']"
Positive,"['quoti', 'may', 'go', 'intend', 'go', 'think', 'end', 'need', 'bequot']"
Positive,"['get', 'hippy', 'edit', 'toss', 'ill', 'attack', 'todaytonight']"
Negative,[]
Positive,"['order', 'rid', 'horse', 'seem', 'like', 'extreme', 'warm', 'routine']"
Positive,"['cant', 'complain']"
Positive,"['ive', 'get', 'iphone', 'version', 'worth']"
Positive,"['fave', 'holiday', 'chocolate', 'good', 'blueberry', 'donut', 'well']"
Negative,"['lol', 'dont', 'im', 'tire', 'caty']"
Negative,"['quotget', 'map', 'louisianaquot', 'man', 'want', 'nap', 'hour', 'two', 'hang', 'doug']"
Positive,"['okie', 'dokie', 'pity', 'ill', 'see', 'he']"
Positive,"['every', 'time', 'cat', 'look', 'kitty', 'porn', 'pc', 'roflmao']"
Positive,"['guten', 'morgen', 'beate']"
Positive,"['exactly', 'two', 'table', 'feed', 'u', 'tequila']"
Negative,"['unpack', 'bc', 'see', 'everything', 'broke', 'hurry', 'get', 'move']"
Positive,"['hey', 'buat', 'apa', 'kat', 'bangsar', 'google', 'talk', 'amir', 'h', 'ajak', 'dia', 'date']"
Positive,"['esl', 'valuable', 'time', 'french', 'think', 'go', 'back', 'get', 'french', 'endorsement', 'esl']"
Positive,"['hahaha', 'dont', 'cry', 'youll', 'okay', 'get', 'therelucky', 'fun']"
Positive,"['wow', 'nice', 'pic', 'moon', 'dude']"
Positive,"['ur', 'certainly', 'welcome', 'laurelmy', 'pleasureanytime']"
Positive,"['ouch', 'belly', 'button', 'pierce', 'sound', 'painfulbut', 'well', 'still', 'love', 'ya', 'without']"
Positive,"['let', 'know', 'turn', 'good', 'luck']"
Negative,"['fancy', 'beef', 'szechuan', 'bolied', 'rice', 'yummy', 'hmmtoo', 'late', 'order', 'tho']"
Negative,"['danity', 'kane', 'back', 'together']"
Negative,"['awesome', 'havent', 'heard', 'artist', 'since', 'first', 'contact']"
Positive,"['mauhhhhhhhhhhhhhhhhhhhhh', 'xoxoxooxo', 'huggs', 'kiss']"
Positive,"['think', 'quothere', 'stayquot', 'bit', 'ambiguous', 'id', 'like', 'think', 'concept', 'around', 'matter', 'technology', 'company']"
Negative,"['want', 'read', 'midnight', 'sun']"
Negative,"['jealous', 'wish', 'old', 'navy', 'town', 'love', 'store', 'basically', 'go', 'year', 'even']"
Positive,"['good', 'see', 'bella', 'since', 'last', 'hung', 'together']"
Positive,"['oh', 'ive', 'vote', 'twice', 'think', 'brilliant', 'idea', 'altho', 'believe', 'mcfly', 'gf', 'number', 'coughscheatcoughs', 'xx']"
Negative,"['animal', 'shorten', 'everythiiiiing']"
Negative,"['good', 'know', 'look', 'like', 'cable', 'isnt', 'actually', 'run', 'even', 'though', 'say', 'would']"
Positive,"['yes', 'dowhateveriwant']"
Positive,"['yehh', 'listen', 'know', 'riff', 'mean', 'dosent', 'cut', 'hell', 'imcomplaining']"
Negative,"['ino', 'ino', 'feel', 'lazy', 'hour', 'havent', 'hit', 'bathroom', 'lol']"
Negative,"['friend', 'mine', 'hate']"
Positive,"['like', 'drill', 'everything']"
Negative,"['want', 'buy', 'noble', 'ring', 'haris', 'pilton', 'vendor', 'noble', 'rp', 'character']"
Negative,['article']
Negative,"['beat', 'go', 'fish', 'hate', 'game']"
Positive,"['let', 'discus', 'finer', 'detail', 'sale', 'lunch', 'sailor', 'thai', 'canteen', 'next', 'week', 'sure', 'bring', 'shiny', 'euro']"
Positive,"['would', 'read']"
Positive,"['really', 'dont', 'swear', 'go', 'like', 'event', 'year']"
Positive,"['thank', 'ann', 'fine', 'tuesaday']"
Negative,"['quotyour', 'gonna', 'miss', 'gonna', 'want', 'back', 'gonna', 'wish', 'day', 'hadnt', 'go', 'fastquot', 'true', 'already', 'miss', 'year']"
Positive,"['enjoy', 'silence', 'lastsand', 'cupcake']"
Positive,"['use', 'right', 'quotinternet', 'marketerquot', 'quotcial', 'medium', 'expertquot', 'def', 'mine']"
Negative,"['hi', 'alyssa', 'would', 'show', 'draw', 'twitpic', 'isnt', 'work']"
Positive,"['early', 'youll', 'give', 'call', 'come', 'around', 'dayi', 'dont', 'wanna', 'disturb', 'little', 'whatever', 'dennis']"
Positive,"['yeah', 'make', 'soooooooo', 'happy']"
Positive,"['quotim', 'dark', 'theater', 'quotwritingquot', 'song', 'nick', 'j', 'rockin', 'fade', 'egg', 'plant', 'shirt', 'quot', 'sweet', 'gud', 'luck', 'miley', 'lt']"
Positive,"['sigh', 'olive', 'garden', 'till', 'movie', 'slept', 'whole', 'time', 'funny', 'though', 'sleepy', 'cousin', 'couch', 'gnite', 'yall']"
Negative,"['amaze', 'post', 'home', 'make', 'pizza', 'awesome', 'u', 'make', 'hungry']"
Negative,"['even', 'tire', 'lie', 'awake', 'hour', 'b', 'fall', 'asleep', 'suck', 'every', 'night', 'night', 'wine', 'help', 'tho', 'haha']"
Positive,"['hi', 'great', 'photo', 'site', 'fav', 'daughter', 'crashed', 'couch', 'thanks', 'follow', 'kellie']"
Positive,"['mo', 'ur', 'click', 'direct', 'message', 'fine', 'also', 'im', 'sick', 'good', 'talk', 'u', 'xoxo']"
Negative,"['quotallergies', 'bitchquot', 'hear', 'im', 'suffer', 'also']"
Negative,"['lose', 'link', 'sent', 'pull', 'battery']"
Negative,"['wish', 'someone', 'would', 'fly', 'may', 'never', 'happen', 'world', 'miss']"
Positive,"['gastropub', 'might', 'stretch', 'german', 'zeitgeist', 'definitely', 'worth', 'walk', 'lambeth', 'north']"
Positive,"['funny', 'indeed', 'actually', 'reminds', 'little', 'certain', 'mentality', 'close', 'quothomequot', 'u', 'agree', 'doubt', 'haha']"
Negative,"['yea', 'bit', 'much']"
Negative,"['know', 'exactly', 'feel']"
Positive,"['good', 'news', 'week', 'start', 'mcdermott', 'already', 'bagging', 'religion']"
Negative,"['maybe', 'hope', 'leftover']"
Negative,"['name', 'chad', 'wont', 'tomorrow']"
Positive,"['please', 'dm', 'u', 'info', 'well', 'send', 'sticker']"
Negative,"['work', 'complete', 'im', 'passing', 'everything', 'stress', 'exam', 'u', 'one', 'tomorrow', 'lt', 'day']"
Positive,"['asia', 'xx']"
Negative,"['thats', 'true']"
Positive,"['gosh', 'yes', 'haha', 'love', 'sound', 'distinct', 'rather', 'voice', 'recognize', 'anywhere', 'hee']"
Negative,"['heartbreaking', 'let', 'find', 'solution', 'thats', 'best', 'found', 'solution', 'water', 'africa']"
Positive,"['quotadventures', 'babysittingquot', 'big', 'buddar', 'one', 'great', 'movie', 'ever']"
Positive,"['night', 'night', 'chickadee', 'x']"
Negative,"['hhahaa', 'yeahu', 'know', 'im', 'clumsy', 'girl']"
Negative,"['still', 'havent', 'see']"
Negative,"['miss', 'week']"
Negative,"['blehhh', 'lunch', 'feel', 'ronery']"
Negative,['piss']
Positive,"['ok', 'cooliesi', 'didnt', 'even', 'know', 'people', 'could', 'advertise', 'stuff', 'siteswicked', 'hour', 'twitterthon']"
Negative,"['hear', 'master', 'public', 'mgmt', 'professional', 'politics', 'boston', 'there', 'nothing', 'next', 'cycle']"
Positive,"['quotmr', 'steel', 'first', 'name', 'man', 'ofquot', 'love', 'scrub']"
Positive,"['sound', 'good', 'like', 'think', 'alik', 'hows', 'england', 'ive', 'get', 'family', 'somwhere', 'round', 'near', 'london', 'somthin', 'tb']"
Negative,"['go', 'surprise', 'gift', 'good', 'require', 'address']"
Positive,"['neither', 'viable', 'option', 'gift', 'booze', 'thats', 'unavailable', 'youre', 'go']"
Negative,"['im', 'also', 'bore', 'friend', 'tire', 'anything', 'cant', 'live', 'nearin', 'california', 'haha']"
Negative,['seriously']
Positive,"['ok', 'old', 'id']"
Negative,[]
Positive,"['fun', 'miz', 'hollywood']"
Negative,"['seriously', 'dont', 'get', 'facebook', 'wish']"
Positive,"['hahahaha', 'best', 'sister', 'world', 'consecutive', 'year']"
Negative,"['tweet', 'youre', 'ready', 'talk', 'try', 'get', 'shower', 'today', 'didnt', 'answer', 'skype', 'lts']"
Positive,"['fuck', 'rock', 'sexy']"
Positive,"['hello', 'gorgeous', 'girl', 'nice', 'new', 'pic', 'today']"
Positive,"['college', 'dont', 'teach', 'anything', 'usefullmost', 'stuff', 'need', 'learn', 'company']"
Positive,"['nice', 'writeup', 'think', 'slightly', 'responsible', 'really', 'press', 'learn', 'emacs']"
Positive,"['thanks', 'lot']"
Negative,"['appear', 'leave', 'hahah', 'talk', 'later', 'ok', 'love', 'ya', 'girl']"
Negative,"['mm', 'come', 'later', 'summer', 'atampts', 'fail', 'apple', 'sell', 'iphone', 'g', 'mine', 'new', 'g', 'way']"
Positive,"['service', 'send', 'free', 'sm', 'huh', 'quite', 'surprisingly', 'ive', 'look', 'thing']"
Positive,"['listen', 'iplayer', 'version', 'yesterday', 'show', 'enjoy', 'change', 'pace']"
Positive,"['spammer', 'rest', 'keep', 'shout', 'stupid', 'stuff', 'still', 'use']"
Negative,"['hug', 'princess', 'still', 'sick', 'saay']"
Positive,"['minute', 'strength', 'training', 'could', 'do', 'dd', 'heavy', 'crunch']"
Positive,"['omg', 'im', 'love', 'quotgoodbyequot', 'want']"
Negative,"['tear', 'shed']"
Negative,"['miss', 'u', 'never', 'come', 'see']"
Negative,"['yeah', 'couldnt', 'believe', 'either', 'theyre', 'suppose', 'make', 'cheaper', 'version', 'could', 'mean', 'k', 'instead']"
Positive,"['hope', 'go', 'well', 'today', 'glad', 'go', 'good', 'far']"
Positive,"['oh', 'sound', 'nice', 'go', 'drive', 'miami', 'fun', 'foodclubs', 'beach', 'haha', 'wellll', 'need', 'mini', 'vacation']"
Positive,"['well', 'bonne', 'chance']"
Negative,"['quotlatequot', 'start', 'hang', 'wish', 'day', 'need', 'moneyz', 'tho']"
Positive,"['awww', 'id', 'freak', 'know', 'reality', 'xd', 'yeah', 'cool', 'soooo', 'fun']"
Positive,"['forgot', 'tell', 'youi', 'ate', 'almost', 'whole', 'choco', 'piece', 'way', 'home', 'damn']"
Negative,['miss']
Positive,"['bitaw', 'uy', 'really', 'love', 'love', 'love', 'boy']"
Negative,"['hope', 'win', 'think', 'susan', 'boyle']"
Negative,"['thailand', 'sure', 'happen', 'wasnt', 'mug', 'everything', 'disappear', 'bag', 'bar']"
Negative,"['get', 'get', 'go']"
Negative,"['last', 'day']"
Positive,"['congratz', 'tell']"
Negative,"['bed', 'watchin', 'btvs', 'wiv', 'achey', 'head']"
Negative,"['omg', 'girl', 'soo', 'cute', 'really', 'sad']"
Positive,[]
Negative,"['ah', 'well', 'im', 'sure', 'well', 'fine']"
Positive,"['drunk', 'ill', 'double']"
Positive,"['quotularquot', 'mn', 'like']"
Positive,"['love', 'love', 'love', 'bff', 'jazzmin', 'marie', 'evans', 'convo', 'jus', 'whew', 'shld', 'hv', 'tlk', 'show', 'lmao']"
Negative,"['really', 'want', 'see', 'live']"
Negative,"['everyone', 'world', 'live', 'like', 'would', 'need', 'planet', 'support', 'u']"
Positive,"['u', 'miss', 'lol']"
Positive,"['welcome', 'twitter', 'let', 'know', 'question']"
Positive,"['ahaha', 'yeahh', 'plus', 'also', 'tire', 'good', 'exercise', 'routine']"
Negative,"['typo', 'let', 'try', 'happy', 'sunday', 'watch', 'quothow', 'earth', 'madequot', 'palio', 'indian']"
Negative,"['wouldnt', 'hate', 'descrimination', 'war', 'fightsbut', 'like', 'david', 'archuleta', 'sings', 'keep', 'imaginingsad']"
Positive,"['western', 'union']"
Negative,"['oh', 'planaria', 'drown', 'chlorine']"
Positive,"['escape', 'youre', 'suck', 'vortex']"
Negative,"['pistol', 'friend', 'dog', 'watch', 'awhile', 'dont', 'anymore']"
Positive,"['one', 'fav', 'movie', 'love', 'itglad', 'hear', 'good', 'xo']"
Negative,"['dnfs', 'house', 'holy', 'tiz', 'easy', 'although', 'cant', 'go', 'cache', 'week', 'phone', 'repair']"
Negative,"['love', 'much']"
Negative,"['aww', 'damn', 'watch', 'vid', 'bb', 'feel', 'lazy', 'go', 'pc', 'xd']"
Negative,"['sound', 'like', 'ive', 'get', 'search', 'run', 'tweetdeck']"
Negative,"['get', 'sunburnt', 'dayin', 'blackpool', 'lol', 'little', 'boy', 'fun', 'thochucking', 'water', 'lol']"
Negative,"['knowwwwwww', 'freak', 'day', 'man', 'kelly', 'do', 'stuff', 'shes', 'interviewed', 'performance', 'played', 'yet']"
Positive,['love']
Positive,"['kick', 'concept', 'meeting', 'fun', 'would']"
Positive,"['youre', 'welcome', 'brotha', 'ameen', 'batting']"
Negative,"['murphy', 'law', 'sorry', 'computer', 'cooperate', 'lot', 'work', 'kid']"
Negative,"['quoteach', 'day', 'gift', 'give', 'rightquot', 'quottoday', 'last', 'dayquot', 'good', 'song', 'drive', 'home', 'vacay']"
Positive,"['niiiiice', 'one', 'yeah', 'lose', 'lil', 'money', 'show', 'incredible', 'wanna', 'go', 'see']"
Negative,"['think', 'last', 'night', 'realise', 'im', 'gonna', 'see', 'people', 'bit', 'cry']"
Negative,"['hey', 'im', 'good', 'miss', 'pic', 'u', 'yogurtland', 'computer', 'make', 'miss']"
Positive,"['thats', 'hella', 'tight', 'drink', 'one', 'open', 'bar']"
Positive,"['glad', 'see', 'twitterific', 'fix', 'enjoy', 'mountain']"
Negative,"['watch', 'sadly', 'take', 'episode', 'website', 'full', 'episode']"
Positive,"['hehe', 'cool', 'dont', 'forget', 'ze', 'little', 'people']"
Negative,"['ur', 'right']"
Positive,"['think', 'nicole', 'probably', 'look', 'like', 'smart', 'as']"
Positive,"['nighte', 'nite', 'laure', 'lol', 'txt', 'ya', 'tomorrow', 'myspace', 'gonna', 'fun', 'tomorrow', 'hollywoodla', 'come']"
Positive,"['like', 'fantasy', 'movie', 'bout', 'fairytale', 'price', 'movie', 'bout', 'teenage', 'life']"
Positive,"['awww', 'youre', 'sweet']"
Negative,"['miss', 'already', 'lunch', 'w', 'jenn', 'sara', 'head', 'home', 'si']"
Positive,"['cool', 'thanks']"
Negative,"['wow', 'glad', 'hear', 'still', 'get', 'late', 'everything', 'go', 'already', 'try', 'hour', 'start']"
Negative,"['argh', 'stupid', 'mum']"
Negative,"['pooor', 'least', 'get', 'yummy', 'foood']"
